Unnamed: 0,Time,Power
0,2019-01-02T00:00:04+05:00,9569.4
1,2019-02-02T00:00:32+05:00,9372.46
2,2019-03-02T00:01:02+05:00,7802.23
3,2019-04-02T00:01:32+05:00,9672.99
4,2019-05-02T00:02:02+05:00,9697.61
5,2019-06-02T00:02:32+05:00,9615.41
6,2019-07-02T00:03:02+05:00,9626.5
7,2019-08-02T00:03:32+05:00,9744.08
